"Grants of entry clearance visas, by course level, 2018 to 2025 Q1 - dataset [Notes 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12] ",,,,,,
Link to notes,,,,,,
Year,Quarter,Nationality,Region,Visa type subgroup,Course level,Grants
2018,2018 Q3,Kyrgyzstan,Asia Central,Tier 4 - General Student,Below Bachelors,12
2018,2018 Q3,Kyrgyzstan,Asia Central,Tier 4 - General Student,Doctoral,1
2018,2018 Q3,Kyrgyzstan,Asia Central,Tier 4 - General Student,Masters,24
2018,2018 Q3,Laos,Asia South East,Tier 4 - General Student,Bachelors,19
2018,2018 Q3,Laos,Asia South East,Tier 4 - General Student,Below Bachelors,11
2018,2018 Q3,Laos,Asia South East,Tier 4 - General Student,Masters,11
2018,2018 Q3,Lebanon,Middle East,Tier 4 - General Student,Bachelors,135
2018,2018 Q3,Lebanon,Middle East,Tier 4 - General Student,Below Bachelors,65
2018,2018 Q3,Lebanon,Middle East,Tier 4 - General Student,Doctoral,18
2018,2018 Q3,Lebanon,Middle East,Tier 4 - General Student,Masters,396
2018,2018 Q3,Lebanon,Middle East,Tier 4 - General Student,Pre-sessional English,4
2018,2018 Q3,Lesotho,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,1
2018,2018 Q3,Lesotho,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q3,Lesotho,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,1
2018,2018 Q3,Lesotho,Africa Sub-Saharan,Tier 4 - General Student,Masters,3
2018,2018 Q3,Liberia,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,2
2018,2018 Q3,Liberia,Africa Sub-Saharan,Tier 4 - General Student,Masters,12
2018,2018 Q3,Libya,Africa North,Tier 4 - General Student,Bachelors,23
2018,2018 Q3,Libya,Africa North,Tier 4 - General Student,Below Bachelors,9
2018,2018 Q3,Libya,Africa North,Tier 4 - General Student,Doctoral,32
2018,2018 Q3,Libya,Africa North,Tier 4 - General Student,Masters,48
2018,2018 Q3,Libya,Africa North,Tier 4 - General Student,Pre-sessional English,4
2018,2018 Q3,Luxembourg,EU 14,Tier 4 - General Student,Masters,1
2018,2018 Q3,Macau,Asia East,Tier 4 - General Student,Bachelors,64
2018,2018 Q3,Macau,Asia East,Tier 4 - General Student,Below Bachelors,33
2018,2018 Q3,Macau,Asia East,Tier 4 - General Student,Doctoral,1
2018,2018 Q3,Macau,Asia East,Tier 4 - General Student,Masters,52
2018,2018 Q3,Macau,Asia East,Tier 4 - General Student,Pre-sessional English,7
2018,2018 Q3,Madagascar,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,7
2018,2018 Q3,Madagascar,Africa Sub-Saharan,Tier 4 - General Student,Masters,8
2018,2018 Q3,Malawi,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,27
2018,2018 Q3,Malawi,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,5
2018,2018 Q3,Malawi,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,13
2018,2018 Q3,Malawi,Africa Sub-Saharan,Tier 4 - General Student,Masters,74
2018,2018 Q3,Malaysia,Asia South East,Tier 4 - General Student,Bachelors,"3,799"
2018,2018 Q3,Malaysia,Asia South East,Tier 4 - General Student,Below Bachelors,280
2018,2018 Q3,Malaysia,Asia South East,Tier 4 - General Student,Doctoral,77
2018,2018 Q3,Malaysia,Asia South East,Tier 4 - General Student,Masters,"2,258"
2018,2018 Q3,Malaysia,Asia South East,Tier 4 - General Student,Pre-sessional English,4
2018,2018 Q3,Maldives,Asia South,Tier 4 - General Student,Bachelors,49
2018,2018 Q3,Maldives,Asia South,Tier 4 - General Student,Below Bachelors,11
2018,2018 Q3,Maldives,Asia South,Tier 4 - General Student,Doctoral,3
2018,2018 Q3,Maldives,Asia South,Tier 4 - General Student,Masters,30
2018,2018 Q3,Mali,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,4
2018,2018 Q3,Mali,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q3,Mali,Africa Sub-Saharan,Tier 4 - General Student,Masters,5
2018,2018 Q3,Mali,Africa Sub-Saharan,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q3,Malta,EU Other,Tier 4 - General Student,Bachelors,1
2018,2018 Q3,Mauritania,Africa North,Tier 4 - General Student,Bachelors,8
2018,2018 Q3,Mauritania,Africa North,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q3,Mauritania,Africa North,Tier 4 - General Student,Masters,6
2018,2018 Q3,Mauritius,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,157
2018,2018 Q3,Mauritius,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,13
2018,2018 Q3,Mauritius,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,5
2018,2018 Q3,Mauritius,Africa Sub-Saharan,Tier 4 - General Student,Masters,170
2018,2018 Q3,Mexico,America Central and South,Tier 4 - General Student,Bachelors,132
2018,2018 Q3,Mexico,America Central and South,Tier 4 - General Student,Below Bachelors,43
2018,2018 Q3,Mexico,America Central and South,Tier 4 - General Student,Doctoral,104
2018,2018 Q3,Mexico,America Central and South,Tier 4 - General Student,Masters,720
2018,2018 Q3,Moldova,Europe Other,Tier 4 - General Student,Bachelors,7
2018,2018 Q3,Moldova,Europe Other,Tier 4 - General Student,Masters,6
2018,2018 Q3,Monaco,Europe Other,Tier 4 - General Student,Bachelors,3
2018,2018 Q3,Mongolia,Asia East,Tier 4 - General Student,Bachelors,34
2018,2018 Q3,Mongolia,Asia East,Tier 4 - General Student,Below Bachelors,13
2018,2018 Q3,Mongolia,Asia East,Tier 4 - General Student,Masters,61
2018,2018 Q3,Mongolia,Asia East,Tier 4 - General Student,Pre-sessional English,5
2018,2018 Q3,Montenegro,Europe Other,Tier 4 - General Student,Bachelors,8
2018,2018 Q3,Montenegro,Europe Other,Tier 4 - General Student,Doctoral,1
2018,2018 Q3,Montenegro,Europe Other,Tier 4 - General Student,Masters,19
2018,2018 Q3,Morocco,Africa North,Tier 4 - General Student,Bachelors,159
2018,2018 Q3,Morocco,Africa North,Tier 4 - General Student,Below Bachelors,80
2018,2018 Q3,Morocco,Africa North,Tier 4 - General Student,Doctoral,4
2018,2018 Q3,Morocco,Africa North,Tier 4 - General Student,Masters,160
2018,2018 Q3,Morocco,Africa North,Tier 4 - General Student,Pre-sessional English,4
2018,2018 Q3,Mozambique,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,14
2018,2018 Q3,Mozambique,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,7
2018,2018 Q3,Mozambique,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,3
2018,2018 Q3,Mozambique,Africa Sub-Saharan,Tier 4 - General Student,Masters,14
2018,2018 Q3,Mozambique,Africa Sub-Saharan,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q3,Myanmar (Burma),Asia South East,Tier 4 - General Student,Bachelors,105
2018,2018 Q3,Myanmar (Burma),Asia South East,Tier 4 - General Student,Below Bachelors,58
2018,2018 Q3,Myanmar (Burma),Asia South East,Tier 4 - General Student,Doctoral,2
2018,2018 Q3,Myanmar (Burma),Asia South East,Tier 4 - General Student,Masters,51
2018,2018 Q3,Myanmar (Burma),Asia South East,Tier 4 - General Student,Pre-sessional English,4
2018,2018 Q3,Namibia,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,15
2018,2018 Q3,Namibia,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,2
2018,2018 Q3,Namibia,Africa Sub-Saharan,Tier 4 - General Student,Masters,37
2018,2018 Q3,Namibia,Africa Sub-Saharan,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q3,Nepal,Asia South,Tier 4 - General Student,Bachelors,65
2018,2018 Q3,Nepal,Asia South,Tier 4 - General Student,Below Bachelors,6
2018,2018 Q3,Nepal,Asia South,Tier 4 - General Student,Doctoral,7
2018,2018 Q3,Nepal,Asia South,Tier 4 - General Student,Masters,104
2018,2018 Q3,New Zealand,Oceania,Tier 4 - General Student,Bachelors,57
2018,2018 Q3,New Zealand,Oceania,Tier 4 - General Student,Below Bachelors,6
2018,2018 Q3,New Zealand,Oceania,Tier 4 - General Student,Doctoral,24
2018,2018 Q3,New Zealand,Oceania,Tier 4 - General Student,Masters,79
2018,2018 Q3,New Zealand,Oceania,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q3,Nicaragua,America Central and South,Tier 4 - General Student,Bachelors,2
2018,2018 Q3,Nicaragua,America Central and South,Tier 4 - General Student,Masters,13
2018,2018 Q3,Niger,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,2
2018,2018 Q3,Niger,Africa Sub-Saharan,Tier 4 - General Student,Masters,1
2018,2018 Q3,Nigeria,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,934
2018,2018 Q3,Nigeria,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,220
2018,2018 Q3,Nigeria,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,186
2018,2018 Q3,Nigeria,Africa Sub-Saharan,Tier 4 - General Student,Masters,"1,970"
2018,2018 Q3,Nigeria,Africa Sub-Saharan,Tier 4 - General Student,Pre-sessional English,3
2018,2018 Q3,North Macedonia,Europe Other,Tier 4 - General Student,Bachelors,16
2018,2018 Q3,North Macedonia,Europe Other,Tier 4 - General Student,Doctoral,2
2018,2018 Q3,North Macedonia,Europe Other,Tier 4 - General Student,Masters,25
2018,2018 Q3,Occupied Palestinian Territories,Middle East,Tier 4 - General Student,Bachelors,42
2018,2018 Q3,Occupied Palestinian Territories,Middle East,Tier 4 - General Student,Below Bachelors,14
2018,2018 Q3,Occupied Palestinian Territories,Middle East,Tier 4 - General Student,Doctoral,18
2018,2018 Q3,Occupied Palestinian Territories,Middle East,Tier 4 - General Student,Masters,101
2018,2018 Q3,Occupied Palestinian Territories,Middle East,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q3,Oman,Middle East,Tier 4 - General Student,Bachelors,483
2018,2018 Q3,Oman,Middle East,Tier 4 - General Student,Below Bachelors,423
2018,2018 Q3,Oman,Middle East,Tier 4 - General Student,Doctoral,47
2018,2018 Q3,Oman,Middle East,Tier 4 - General Student,Masters,213
2018,2018 Q3,Oman,Middle East,Tier 4 - General Student,Pre-sessional English,6
2018,2018 Q3,Other and unknown,Other,Tier 4 - General Student,Bachelors,9
2018,2018 Q3,Other and unknown,Other,Tier 4 - General Student,Doctoral,2
2018,2018 Q3,Other and unknown,Other,Tier 4 - General Student,Masters,12
2018,2018 Q3,Pakistan,Asia South,Tier 4 - General Student,Bachelors,869
2018,2018 Q3,Pakistan,Asia South,Tier 4 - General Student,Below Bachelors,258
2018,2018 Q3,Pakistan,Asia South,Tier 4 - General Student,Doctoral,119
2018,2018 Q3,Pakistan,Asia South,Tier 4 - General Student,Masters,"1,382"
2018,2018 Q3,Pakistan,Asia South,Tier 4 - General Student,Pre-sessional English,9
2018,2018 Q3,Panama,America Central and South,Tier 4 - General Student,Bachelors,18
2018,2018 Q3,Panama,America Central and South,Tier 4 - General Student,Below Bachelors,7
2018,2018 Q3,Panama,America Central and South,Tier 4 - General Student,Masters,28
2018,2018 Q3,Papua New Guinea,Oceania,Tier 4 - General Student,Bachelors,4
2018,2018 Q3,Papua New Guinea,Oceania,Tier 4 - General Student,Masters,5
2018,2018 Q3,Paraguay,America Central and South,Tier 4 - General Student,Bachelors,1
2018,2018 Q3,Paraguay,America Central and South,Tier 4 - General Student,Below Bachelors,2
2018,2018 Q3,Paraguay,America Central and South,Tier 4 - General Student,Doctoral,4
2018,2018 Q3,Paraguay,America Central and South,Tier 4 - General Student,Masters,42
2018,2018 Q3,Peru,America Central and South,Tier 4 - General Student,Bachelors,52
2018,2018 Q3,Peru,America Central and South,Tier 4 - General Student,Below Bachelors,11
2018,2018 Q3,Peru,America Central and South,Tier 4 - General Student,Doctoral,6
2018,2018 Q3,Peru,America Central and South,Tier 4 - General Student,Masters,174
2018,2018 Q3,Philippines,Asia South East,Tier 4 - General Student,Bachelors,71
2018,2018 Q3,Philippines,Asia South East,Tier 4 - General Student,Below Bachelors,30
2018,2018 Q3,Philippines,Asia South East,Tier 4 - General Student,Doctoral,18
2018,2018 Q3,Philippines,Asia South East,Tier 4 - General Student,Masters,164
2018,2018 Q3,Philippines,Asia South East,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q3,Poland,EU 8,Tier 4 - General Student,Bachelors,1
2018,2018 Q3,Poland,EU 8,Tier 4 - General Student,Masters,1
2018,2018 Q3,Portugal,EU 14,Tier 4 - General Student,Bachelors,1
2018,2018 Q3,Portugal,EU 14,Tier 4 - General Student,Masters,5
2018,2018 Q3,Qatar,Middle East,Tier 4 - General Student,Bachelors,550
2018,2018 Q3,Qatar,Middle East,Tier 4 - General Student,Below Bachelors,265
2018,2018 Q3,Qatar,Middle East,Tier 4 - General Student,Doctoral,13
2018,2018 Q3,Qatar,Middle East,Tier 4 - General Student,Masters,114
2018,2018 Q3,Qatar,Middle East,Tier 4 - General Student,Pre-sessional English,5
2018,2018 Q3,Refugee,Other,Tier 4 - General Student,Bachelors,3
2018,2018 Q3,Refugee,Other,Tier 4 - General Student,Below Bachelors,2
2018,2018 Q3,Refugee,Other,Tier 4 - General Student,Masters,6
2018,2018 Q3,Russia,Europe Other,Tier 4 - General Student,Bachelors,657
2018,2018 Q3,Russia,Europe Other,Tier 4 - General Student,Below Bachelors,247
2018,2018 Q3,Russia,Europe Other,Tier 4 - General Student,Doctoral,42
2018,2018 Q3,Russia,Europe Other,Tier 4 - General Student,Masters,594
2018,2018 Q3,Russia,Europe Other,Tier 4 - General Student,Pre-sessional English,7
2018,2018 Q3,Rwanda,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,14
2018,2018 Q3,Rwanda,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,6
2018,2018 Q3,Rwanda,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,3
2018,2018 Q3,Rwanda,Africa Sub-Saharan,Tier 4 - General Student,Masters,38
2018,2018 Q3,Rwanda,Africa Sub-Saharan,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q3,Samoa,Oceania,Tier 4 - General Student,Masters,1
2018,2018 Q3,San Marino,Europe Other,Tier 4 - General Student,Masters,1
2018,2018 Q3,Sao Tome and Principe,Africa Sub-Saharan,Tier 4 - General Student,Masters,1
2018,2018 Q3,Saudi Arabia,Middle East,Tier 4 - General Student,Bachelors,575
2018,2018 Q3,Saudi Arabia,Middle East,Tier 4 - General Student,Below Bachelors,408
2018,2018 Q3,Saudi Arabia,Middle East,Tier 4 - General Student,Doctoral,450
2018,2018 Q3,Saudi Arabia,Middle East,Tier 4 - General Student,Masters,"1,004"
2018,2018 Q3,Saudi Arabia,Middle East,Tier 4 - General Student,Pre-sessional English,202
2018,2018 Q3,Senegal,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,12
2018,2018 Q3,Senegal,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,4
2018,2018 Q3,Senegal,Africa Sub-Saharan,Tier 4 - General Student,Masters,10
2018,2018 Q3,Serbia,Europe Other,Tier 4 - General Student,Bachelors,34
2018,2018 Q3,Serbia,Europe Other,Tier 4 - General Student,Below Bachelors,5
2018,2018 Q3,Serbia,Europe Other,Tier 4 - General Student,Doctoral,11
2018,2018 Q3,Serbia,Europe Other,Tier 4 - General Student,Masters,60
2018,2018 Q3,Seychelles,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,31
2018,2018 Q3,Seychelles,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q3,Seychelles,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,1
2018,2018 Q3,Seychelles,Africa Sub-Saharan,Tier 4 - General Student,Masters,31
2018,2018 Q3,Sierra Leone,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,11
2018,2018 Q3,Sierra Leone,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,3
2018,2018 Q3,Sierra Leone,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,3
2018,2018 Q3,Sierra Leone,Africa Sub-Saharan,Tier 4 - General Student,Masters,41
2018,2018 Q3,Singapore,Asia South East,Tier 4 - General Student,Bachelors,"1,222"
2018,2018 Q3,Singapore,Asia South East,Tier 4 - General Student,Below Bachelors,175
2018,2018 Q3,Singapore,Asia South East,Tier 4 - General Student,Doctoral,55
2018,2018 Q3,Singapore,Asia South East,Tier 4 - General Student,Masters,794
2018,2018 Q3,Singapore,Asia South East,Tier 4 - General Student,Pre-sessional English,2
2018,2018 Q3,Slovakia,EU 8,Tier 4 - General Student,Bachelors,1
2018,2018 Q3,Solomon Islands,Oceania,Tier 4 - General Student,Masters,3
2018,2018 Q3,Somalia,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,3
2018,2018 Q3,Somalia,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,4
2018,2018 Q3,Somalia,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,1
2018,2018 Q3,Somalia,Africa Sub-Saharan,Tier 4 - General Student,Masters,11
2018,2018 Q3,South Africa,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,138
2018,2018 Q3,South Africa,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,27
2018,2018 Q3,South Africa,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,38
2018,2018 Q3,South Africa,Africa Sub-Saharan,Tier 4 - General Student,Masters,263
2018,2018 Q3,South Korea,Asia East,Tier 4 - General Student,Bachelors,"1,422"
2018,2018 Q3,South Korea,Asia East,Tier 4 - General Student,Below Bachelors,545
2018,2018 Q3,South Korea,Asia East,Tier 4 - General Student,Doctoral,73
2018,2018 Q3,South Korea,Asia East,Tier 4 - General Student,Masters,942
2018,2018 Q3,South Korea,Asia East,Tier 4 - General Student,Pre-sessional English,52
2018,2018 Q3,South Sudan,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,4
2018,2018 Q3,South Sudan,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q3,South Sudan,Africa Sub-Saharan,Tier 4 - General Student,Masters,21
2018,2018 Q3,Spain,EU 14,Tier 4 - General Student,Bachelors,2
2018,2018 Q3,Spain,EU 14,Tier 4 - General Student,Masters,3
2018,2018 Q3,Sri Lanka,Asia South,Tier 4 - General Student,Bachelors,208
2018,2018 Q3,Sri Lanka,Asia South,Tier 4 - General Student,Below Bachelors,15
2018,2018 Q3,Sri Lanka,Asia South,Tier 4 - General Student,Doctoral,26
2018,2018 Q3,Sri Lanka,Asia South,Tier 4 - General Student,Masters,165
2018,2018 Q3,St Kitts and Nevis,America Central and South,Tier 4 - General Student,Bachelors,38
2018,2018 Q3,St Kitts and Nevis,America Central and South,Tier 4 - General Student,Below Bachelors,26
2018,2018 Q3,St Kitts and Nevis,America Central and South,Tier 4 - General Student,Doctoral,1
2018,2018 Q3,St Kitts and Nevis,America Central and South,Tier 4 - General Student,Masters,15
2018,2018 Q3,St Lucia,America Central and South,Tier 4 - General Student,Bachelors,7
2018,2018 Q3,St Lucia,America Central and South,Tier 4 - General Student,Doctoral,1
2018,2018 Q3,St Lucia,America Central and South,Tier 4 - General Student,Masters,15
2018,2018 Q3,St Vincent and the Grenadines,America Central and South,Tier 4 - General Student,Bachelors,1
2018,2018 Q3,St Vincent and the Grenadines,America Central and South,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q3,St Vincent and the Grenadines,America Central and South,Tier 4 - General Student,Doctoral,2
2018,2018 Q3,St Vincent and the Grenadines,America Central and South,Tier 4 - General Student,Masters,10
2018,2018 Q3,Stateless,Other,Tier 4 - General Student,Bachelors,2
2018,2018 Q3,Stateless,Other,Tier 4 - General Student,Masters,3
2018,2018 Q3,Sudan,Africa North,Tier 4 - General Student,Bachelors,49
2018,2018 Q3,Sudan,Africa North,Tier 4 - General Student,Below Bachelors,24
2018,2018 Q3,Sudan,Africa North,Tier 4 - General Student,Doctoral,6
2018,2018 Q3,Sudan,Africa North,Tier 4 - General Student,Masters,95
2018,2018 Q3,Sudan,Africa North,Tier 4 - General Student,Pre-sessional English,4
2018,2018 Q3,Suriname,America Central and South,Tier 4 - General Student,Masters,2
2018,2018 Q3,Syria,Middle East,Tier 4 - General Student,Bachelors,29
2018,2018 Q3,Syria,Middle East,Tier 4 - General Student,Below Bachelors,17
2018,2018 Q3,Syria,Middle East,Tier 4 - General Student,Doctoral,5
2018,2018 Q3,Syria,Middle East,Tier 4 - General Student,Masters,97
2018,2018 Q3,Taiwan,Asia East,Tier 4 - General Student,Bachelors,523
2018,2018 Q3,Taiwan,Asia East,Tier 4 - General Student,Below Bachelors,295
2018,2018 Q3,Taiwan,Asia East,Tier 4 - General Student,Doctoral,42
2018,2018 Q3,Taiwan,Asia East,Tier 4 - General Student,Masters,"1,378"
2018,2018 Q3,Taiwan,Asia East,Tier 4 - General Student,Pre-sessional English,94
2018,2018 Q3,Tajikistan,Asia Central,Tier 4 - General Student,Bachelors,7
2018,2018 Q3,Tajikistan,Asia Central,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q3,Tajikistan,Asia Central,Tier 4 - General Student,Masters,11
2018,2018 Q3,Tanzania,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,97
2018,2018 Q3,Tanzania,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,14
2018,2018 Q3,Tanzania,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,14
2018,2018 Q3,Tanzania,Africa Sub-Saharan,Tier 4 - General Student,Masters,129
2018,2018 Q3,Thailand,Asia South East,Tier 4 - General Student,Bachelors,559
2018,2018 Q3,Thailand,Asia South East,Tier 4 - General Student,Below Bachelors,225
2018,2018 Q3,Thailand,Asia South East,Tier 4 - General Student,Doctoral,83
2018,2018 Q3,Thailand,Asia South East,Tier 4 - General Student,Masters,"1,624"
2018,2018 Q3,Thailand,Asia South East,Tier 4 - General Student,Pre-sessional English,126
2018,2018 Q3,Togo,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,2
2018,2018 Q3,Togo,Africa Sub-Saharan,Tier 4 - General Student,Masters,1
2018,2018 Q3,Tonga,Oceania,Tier 4 - General Student,Masters,2
2018,2018 Q3,Trinidad and Tobago,America Central and South,Tier 4 - General Student,Bachelors,72
2018,2018 Q3,Trinidad and Tobago,America Central and South,Tier 4 - General Student,Below Bachelors,7
2018,2018 Q3,Trinidad and Tobago,America Central and South,Tier 4 - General Student,Doctoral,7
2018,2018 Q3,Trinidad and Tobago,America Central and South,Tier 4 - General Student,Masters,119
2018,2018 Q3,Trinidad and Tobago,America Central and South,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q3,Tunisia,Africa North,Tier 4 - General Student,Bachelors,38
2018,2018 Q3,Tunisia,Africa North,Tier 4 - General Student,Below Bachelors,16
2018,2018 Q3,Tunisia,Africa North,Tier 4 - General Student,Doctoral,3
2018,2018 Q3,Tunisia,Africa North,Tier 4 - General Student,Masters,29
2018,2018 Q3,Tunisia,Africa North,Tier 4 - General Student,Pre-sessional English,1
2018,2018 Q3,Turkey,Europe Other,Tier 4 - General Student,Bachelors,534
2018,2018 Q3,Turkey,Europe Other,Tier 4 - General Student,Below Bachelors,204
2018,2018 Q3,Turkey,Europe Other,Tier 4 - General Student,Doctoral,165
2018,2018 Q3,Turkey,Europe Other,Tier 4 - General Student,Masters,755
2018,2018 Q3,Turkey,Europe Other,Tier 4 - General Student,Pre-sessional English,36
2018,2018 Q3,Turkmenistan,Asia Central,Tier 4 - General Student,Bachelors,13
2018,2018 Q3,Turkmenistan,Asia Central,Tier 4 - General Student,Below Bachelors,6
2018,2018 Q3,Turkmenistan,Asia Central,Tier 4 - General Student,Doctoral,1
2018,2018 Q3,Turkmenistan,Asia Central,Tier 4 - General Student,Masters,8
2018,2018 Q3,Turks and Caicos Islands (British),America Central and South,Tier 4 - General Student,Masters,1
2018,2018 Q3,Tuvalu,Oceania,Tier 4 - General Student,Masters,2
2018,2018 Q3,Uganda,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,76
2018,2018 Q3,Uganda,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,16
2018,2018 Q3,Uganda,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,8
2018,2018 Q3,Uganda,Africa Sub-Saharan,Tier 4 - General Student,Masters,131
2018,2018 Q3,Ukraine,Europe Other,Tier 4 - General Student,Bachelors,176
2018,2018 Q3,Ukraine,Europe Other,Tier 4 - General Student,Below Bachelors,99
2018,2018 Q3,Ukraine,Europe Other,Tier 4 - General Student,Doctoral,13
2018,2018 Q3,Ukraine,Europe Other,Tier 4 - General Student,Masters,124
2018,2018 Q3,Ukraine,Europe Other,Tier 4 - General Student,Pre-sessional English,3
2018,2018 Q3,United Arab Emirates,Middle East,Tier 4 - General Student,Bachelors,279
2018,2018 Q3,United Arab Emirates,Middle East,Tier 4 - General Student,Below Bachelors,249
2018,2018 Q3,United Arab Emirates,Middle East,Tier 4 - General Student,Doctoral,17
2018,2018 Q3,United Arab Emirates,Middle East,Tier 4 - General Student,Masters,96
2018,2018 Q3,United States,America North,Tier 4 - General Student,Bachelors,"4,288"
2018,2018 Q3,United States,America North,Tier 4 - General Student,Below Bachelors,360
2018,2018 Q3,United States,America North,Tier 4 - General Student,Doctoral,385
2018,2018 Q3,United States,America North,Tier 4 - General Student,Masters,"5,831"
2018,2018 Q3,United States,America North,Tier 4 - General Student,Pre-sessional English,2
2018,2018 Q3,Uruguay,America Central and South,Tier 4 - General Student,Bachelors,2
2018,2018 Q3,Uruguay,America Central and South,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q3,Uruguay,America Central and South,Tier 4 - General Student,Doctoral,1
2018,2018 Q3,Uruguay,America Central and South,Tier 4 - General Student,Masters,15
2018,2018 Q3,Uzbekistan,Asia Central,Tier 4 - General Student,Bachelors,55
2018,2018 Q3,Uzbekistan,Asia Central,Tier 4 - General Student,Below Bachelors,23
2018,2018 Q3,Uzbekistan,Asia Central,Tier 4 - General Student,Doctoral,1
2018,2018 Q3,Uzbekistan,Asia Central,Tier 4 - General Student,Masters,55
2018,2018 Q3,Vanuatu,Oceania,Tier 4 - General Student,Below Bachelors,1
2018,2018 Q3,Vanuatu,Oceania,Tier 4 - General Student,Masters,3
2018,2018 Q3,Venezuela,America Central and South,Tier 4 - General Student,Bachelors,21
2018,2018 Q3,Venezuela,America Central and South,Tier 4 - General Student,Below Bachelors,11
2018,2018 Q3,Venezuela,America Central and South,Tier 4 - General Student,Doctoral,2
2018,2018 Q3,Venezuela,America Central and South,Tier 4 - General Student,Masters,34
2018,2018 Q3,Venezuela,America Central and South,Tier 4 - General Student,Pre-sessional English,2
2018,2018 Q3,Vietnam,Asia South East,Tier 4 - General Student,Bachelors,506
2018,2018 Q3,Vietnam,Asia South East,Tier 4 - General Student,Below Bachelors,157
2018,2018 Q3,Vietnam,Asia South East,Tier 4 - General Student,Doctoral,14
2018,2018 Q3,Vietnam,Asia South East,Tier 4 - General Student,Masters,787
2018,2018 Q3,Vietnam,Asia South East,Tier 4 - General Student,Pre-sessional English,25
2018,2018 Q3,Yemen,Middle East,Tier 4 - General Student,Bachelors,30
2018,2018 Q3,Yemen,Middle East,Tier 4 - General Student,Below Bachelors,4
2018,2018 Q3,Yemen,Middle East,Tier 4 - General Student,Doctoral,2
2018,2018 Q3,Yemen,Middle East,Tier 4 - General Student,Masters,26
2018,2018 Q3,Zambia,Africa Sub-Saharan,Tier 4 - General Student,Bachelors,62
2018,2018 Q3,Zambia,Africa Sub-Saharan,Tier 4 - General Student,Below Bachelors,24
2018,2018 Q3,Zambia,Africa Sub-Saharan,Tier 4 - General Student,Doctoral,14
